Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1971,8,2,7,24,56.8,4,1,7.3,0,JAPAN,JAPAN TRENCH,41.4,143.5,0.51,17,-2.3,-0.5,,,,,,1,,
1971,9,5,18,35,25,4,1,7.1,0,RUSSIA,TATAR STRAIT,46.5,141.2,2,29,,1,,,,,,1,,
1971,9,6,13,37,10.8,4,1,5.5,0,RUSSIA,TATAR STRAIT,46.7,141.4,0.32,11,,,,,,,,,,
1971,9,6,20,,,4,6,,1,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,,1,,,,,,,,,,
1971,9,8,11,48,23.4,4,1,6.6,0,RUSSIA,TATAR STRAIT,46.4,141.1,0.09,2,,-3,,,,,,,,
1971,9,8,16,59,52.6,4,1,6.2,0,RUSSIA,TATAR STRAIT,46.3,140.9,0.07,1,-0.7,-3,,,,,,,,
1971,9,25,4,36,14,2,3,7,0,PAPUA NEW GUINEA,BISMARCK SEA,-6.5,146.6,1.8,1,0.8,0.5,,,,,,1,,
1971,9,27,19,1,45.3,4,1,6,0,RUSSIA,TATAR STRAIT,46.4,141.1,0.03,1,,-4,,,,,,,,
1971,11,6,22,0,0.1,2,1,5.7,0,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.5,179.1,0.1,2,,,,,,,,,,
1971,12,15,8,29,55.3,4,1,7.8,3,RUSSIA,KAMCHATKA,56,163.3,0.47,12,,,,,,,,,,
1972,1,25,2,6,23.3,4,1,7.5,0,TAIWAN,E. TAIWAN,22.5,122.3,0.05,2,-1,-2,1,,,,,1,5,
1972,2,29,9,22,59.8,4,1,7.4,0,JAPAN,EAST OFF HACHIJO ISLAND,33.3,140.8,0.42,28,-1.3,0.5,,,,,,,,
1972,6,8,18,53,41.7,2,1,6.6,0,CHILE,CENTRAL CHILE,-30.5,-71.8,,0,,,,,,,,,,
1972,7,30,21,45,14.1,4,3,7.6,0,USA,"SE. ALASKA, AK",56.82,-135.685,0.1,3,-2.3,-2,,,,,,1,,
1972,8,17,23,44,5.9,4,1,7.1,0,PAPUA NEW GUINEA,SOLOMON SEA,-6,152.9,0.6,1,-1,,,,,,,,,
1972,8,26,8,15,,3,8,,0,PAPUA NEW GUINEA,SOLOMON SEA,-6.7,147,1.5,2,0.6,,,,,,,1,,
1972,9,6,11,42,23.9,-1,1,5.2,0,JAPAN,JAPAN,32.9,130.3,,0,,,,,,,,,,
1972,10,9,,,,2,6,,1,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,,1,,,,,,,,,,
1972,12,2,0,19,47.2,2,1,7.4,0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,126.6,0.5,32,-2.3,,,,,,,1,,
1972,12,4,10,16,12,4,1,7.4,0,JAPAN,CHICHI JIMA,33.3,140.7,0.5,39,-1,-1,,,,,,1,,
1972,12,29,4,51,1.6,2,1,5.4,0,CHILE,CENTRAL CHILE,-30.6,-71,,0,,,,,,,,,,
1973,1,30,21,1,12.5,4,1,7.5,0,MEXICO,S. MEXICO,18.48,-103,1.13,9,0.1,,56,,,390,,2,,
1973,2,28,6,37,49.5,4,1,7.2,0,RUSSIA,N. KURIL ISLANDS,50.5,156.6,1.5,7,0.6,0.5,,,,,,,,
1973,3,17,8,30,51.8,4,1,7.5,0,PHILIPPINES,QUEZON,13.4,122.8,1.3,2,,,15,,,64,0.45,1,,
1973,6,17,3,55,2.9,4,1,7.7,0,JAPAN,HOKKAIDO ISLAND,43.2,145.8,5.96,72,2.2,1,,,,27,5,2,2,
1973,6,24,2,43,25.5,4,1,7.1,0,RUSSIA,S. KURIL ISLANDS,43.3,146.4,0.64,32,2.2,,,,,1,,1,,
1973,6,26,22,32,0.2,4,1,6.6,0,RUSSIA,S. KURIL ISLANDS,43.2,146.6,0.21,2,,,,,,,,,,
1973,10,5,5,47,51.1,4,1,6.7,0,CHILE,CENTRAL CHILE,-32.5,-71.5,0.4,1,-1.3,-1,,,,,,,,
1973,12,,,,,1,6,,0,INDONESIA,LESSER SUNDA ISLANDS,-8.54,123.59,,0,,,2,,,,,,,
1974,1,31,23,30,5.3,4,1,7,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,1.5,2,2.2,1,,,,,,,,
1974,2,1,3,12,33.1,4,1,7.1,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,4.5,4,2.2,2,,,,,,2,,
1974,5,8,23,33,25.2,4,1,6.7,0,JAPAN,TOKAIDO,34.6,138.7,0.2,5,-2.3,-2.5,30,,,137,,2,134,
1974,8,18,10,44,12.8,1,1,7.1,0,CHILE,SOUTHERN CHILE,-38.5,-73.4,,0,,,,,,,,,,
1974,9,27,5,47,29.4,4,1,6.7,0,RUSSIA,S. KURIL ISLANDS,43.2,146.7,0.37,3,0.6,-1,,,,,,,,
1974,10,3,14,21,29.1,4,1,8.1,0,PERU,CENTRAL PERU,-12.27,-77.79,0.92,35,0.8,1,78,,,2414,10,3,,
1974,10,17,19,5,,4,8,,0,CANADA,"KITIMAT INLET, BRITISH COLOMBIA",54,-128.7,2.8,0,,,,,,,,,,
1974,10,17,,,,4,6,,1,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,0.5,2,-1,,,,,,,,,
1974,12,28,12,11,43.7,0,1,6.2,0,PAKISTAN,PAKISTAN,35.1,72.9,,0,,,5300,,,17000,3.255,2,,
1975,1,15,9,42,24,1,1,5.9,0,INDONESIA,BANDA SEA,-5,130,,1,,,,,,,,1,81,
1975,3,13,15,26,42.5,1,1,6.9,0,CHILE,CENTRAL CHILE,-29.9,-71.3,,0,,,2,,,25,,1,,
1975,4,27,18,5,,4,8,,0,CANADA,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,4.1,5,,,,,,,,2,,
1975,5,26,9,11,51.1,4,1,7.8,0,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,35.962,-17.576,0.5,8,,,,,,,,1,,
1975,6,10,13,47,14.5,4,1,7,0,RUSSIA,S. KURIL ISLANDS,43.024,147.734,5.5,52,2.3,2,,,,,,2,,
1975,7,20,14,37,39.9,4,1,7.9,0,PAPUA NEW GUINEA,SOLOMON SEA,-6.59,155.054,2,18,1,1,,,,,,3,,
1975,10,31,8,28,2.6,4,1,7.6,0,PHILIPPINES,PHILIPPINE TRENCH,12.54,125.993,3,28,-0.7,-1.5,1,,,,,1,30,
1975,11,29,14,47,40.9,4,3,7.7,1,USA,HAWAII,19.451,-155.033,14.3,76,3,3,2,,,19,4,2,,
1975,12,16,21,1,39,3,3,4.9,0,FIJI,FIJI ISLANDS,-18.672,178.464,0.25,1,,,,,,,,,,
1975,12,26,15,56,38.7,4,1,7.8,0,SAMOA,SAMOA ISLANDS,-16.265,-172.467,0.38,3,-0.3,,,,,,,,,
1976,1,14,16,47,33.5,4,1,8,0,NEW ZEALAND,KERMADEC ISLANDS,-28.427,-177.657,0.9,15,-0.1,,,,,,,,,
1976,1,21,10,5,24.1,4,1,7,0,RUSSIA,S. KURIL ISLANDS,44.915,149.123,0.38,5,-1.3,-2.5,,,,,,,,
1976,2,4,9,1,43.4,4,1,7.5,0,GUATEMALA,GUATEMALA,15.324,-89.101,0.12,1,,,23000,,,76000,2147,4,,
1976,7,11,16,54,31.8,1,1,6.7,0,PANAMA,PANAMA,7.4,-78.1,,0,-1,,5,,,7,,1,,
1976,8,16,16,11,7.3,4,1,8,0,PHILIPPINES,MORO GULF,6.292,124.09,9,28,2.3,2.5,8000,,,10000,134,4,,
1977,4,2,7,15,22.7,4,1,7.6,0,SAMOA,SAMOA ISLANDS,-16.696,-172.095,0.08,2,-3.3,-2,,,,,,1,,
1977,4,20,23,13,10.4,4,1,6.8,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.828,163.323,0.15,6,-3.3,-1,34,,,,,3,,
1977,4,20,23,42,50.5,4,1,7.6,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.89,160.348,,1,,,,,,,,1,,
1977,4,21,4,24,9.6,4,1,8.1,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,0.04,5,-3.3,-1.5,18,,,1,,3,,
1977,6,22,12,8,33.4,4,1,7.2,0,TONGA,TONGA TRENCH,-22.878,-175.9,0.4,19,,,1,,,5,1.2,2,,
1977,8,19,6,8,55.2,4,1,8,0,INDONESIA,SUNDA ISLANDS,-11.085,118.464,15,16,3.9,3,189,,,75,1.2,2,,
1977,8,20,,,,-1,1,5.5,0,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.1,146.2,0.5,0,-1,,,,,,,,,
1977,8,28,20,10,5,2,1,5.5,0,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.081,146.23,0.6,1,-0.7,-0.5,,,,,,,,
1977,10,10,11,53,53.6,2,1,7.2,0,TONGA,TONGA TRENCH,-25.856,-175.406,0.03,2,,-3,,,,,,,,
1978,1,14,3,24,39,4,1,6.6,0,JAPAN,TOKAIDO,34.809,139.259,0.35,14,-0.7,,25,,,129,,3,85,544
1978,3,22,0,50,32.2,4,1,6.7,0,RUSSIA,S. KURIL ISLANDS,44.026,149.002,0.07,2,0.1,-2.5,,,,,,,,
1978,3,22,21,34,33.4,4,1,6.6,0,RUSSIA,S. KURIL ISLANDS,44.14,149.029,0.05,2,,-3,,,,,,,,
1978,3,23,0,31,2.1,4,1,6.8,0,RUSSIA,S. KURIL ISLANDS,44.209,148.971,0.17,4,-2.3,-1.5,,,,,,,,
1978,3,23,3,15,20.3,4,1,7.5,0,RUSSIA,S. KURIL ISLANDS,44.932,148.439,0.3,15,-2.3,0,,,,,,,,
1978,3,24,19,47,50.7,4,1,7.6,0,RUSSIA,S. KURIL ISLANDS,44.244,148.862,0.65,20,-1.7,0,,,,,,,,
1978,6,12,8,14,26.4,4,1,7.7,0,JAPAN,SANRIKU,38.19,142.03,0.6,31,,0.5,28,,,1000,865,4,,
1978,6,12,,,,-1,1,,0,INDIA,INDIA,,,,0,,,,,,,,,,
1978,6,14,12,32,33.9,3,1,6.9,0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,0.03,1,-3.3,,,,,,,,,
1978,6,20,20,3,21,2,1,6.4,0,GREECE,"THESSALONIKI (SALONICA), GREECE",40.739,23.229,0.45,5,,2,50,,,,250,4,,
1978,6,21,,,,2,0,,0,ITALY,"EASTERN ITALY, ADRIATIC SEA",42,16,0.6,2,,4,,,,,,1,,
1978,7,23,14,42,36.9,3,1,7.4,0,TAIWAN,TAIWAN,22.282,121.512,0.05,1,-3.3,-1,,,,,,,,
1978,8,14,14,17,50.4,4,1,4.4,0,SPAIN,CADIZ,36.37,-6.98,0.12,1,,1,,,,,,,,
1978,10,10,,,,4,8,,0,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,,1,,,,,,,,,,
1978,11,29,19,52,47.6,2,1,7.8,0,MEXICO,MEXICO,16.01,-96.591,1.5,1,0.6,,9,,,,,2,,
1978,,,,,,1,0,,0,VIETNAM,TRA CO COAST,21.4,108,3,0,,,,,,,,1,,
1979,2,20,6,32,32.2,4,1,6.4,0,JAPAN,"IWATE, JAPAN",40.232,143.703,0.12,11,-1.7,,,,,,,,,
1979,2,28,21,27,8.1,4,3,7.5,0,USA,"SE. ALASKA, AK",60.691,-141.671,0.15,2,-1.7,,,,,,,1,,
1979,3,14,11,7,16.3,4,1,7.6,0,MEXICO,S. MEXICO,17.813,-101.276,1.3,3,-3.3,,5,,,35,30,4,200,
1979,3,31,,,,3,9,,0,JAPAN,"NAGASAKI, JAPAN",,,4.8,2,,,3,,,,,,,
1979,4,9,2,10,20.3,1,1,5.3,0,MONTENEGRO,MONTENEGRO: BAR ULCINJ,41.956,19.023,,0,,,,,,,,,,
1979,4,15,6,19,44.1,4,1,6.9,0,MONTENEGRO,MONTENEGRO,42.096,19.209,0.6,3,,1,131,,,1001,2700,4,,
1979,5,15,6,59,21.2,0,1,5.6,0,GREECE,CRETE,34.53,24.437,,1,,1,,,,,,,,
1979,7,18,,,,4,8,,1,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.6,123.5,9,1,,,1239,,,32,,3,,
1979,8,9,,,,-1,8,,0,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.5,123.5,,1,,,,,,,,,,
1979,9,3,2,12,,2,8,5,0,VENEZUELA,PUERTO CUMAREBO,11.517,-69.5,,1,,,,,,,,1,,
1979,9,12,5,17,51.4,4,1,7.9,0,INDONESIA,IRIAN JAYA,-1.679,136.04,2,2,1,,115,,,,,3,1000,
1979,10,6,,,,4,8,,0,NORWAY,NORTHERN NORWAY,65.117,12.333,2,1,,3,,,,,,1,,
1979,10,16,13,57,,4,8,,2,FRANCE,FRENCH RIVIERA (LIGURIAN SEA),43.7,7.25,10,6,1.6,,9,,,,,1,,
1979,11,16,15,21,25.7,2,1,6.9,0,FIJI,FIJI ISLANDS,-16.76,179.984,,1,,,,,,,,2,,
1979,12,12,7,59,3.3,4,1,7.7,1,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,6,53,2.3,2.5,600,,,20000,8,3,10000,
1980,1,1,16,42,42.1,4,1,6.9,0,PORTUGAL,AZORES,38.727,-27.75,0.41,2,,1,69,,,600,5,3,15000,
1980,2,23,5,51,3.2,4,1,7,0,RUSSIA,S. KURIL ISLANDS,43.53,146.753,0.16,10,-0.7,-2,,,,,,,,
1980,5,18,,,,0,6,,0,USA,WASHINGTON,46.2,-122.18,250,2,,,61,,,,,,,
1980,5,22,,,,3,8,,0,PORTUGAL,AZORES,39.374,-31.229,,0,,,,,,,,,,
1980,6,29,7,20,5.5,4,1,6.2,0,JAPAN,HONSHU ISLAND,34.808,139.181,0.56,16,-0.7,,,,,7,,2,,
1980,7,17,19,42,23.2,4,1,7.9,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-12.525,165.916,0.14,34,-1.7,,,,,,,,,
1980,10,10,12,25,23.5,4,3,7.7,0,ALGERIA,EL ASNAM,36.195,1.354,0.7,6,,2,5000,,,9000,5200,4,250000,
1981,1,18,18,17,24.4,4,1,6.9,0,JAPAN,E. HONSHU ISLAND,38.64,142.75,0.37,28,-1.3,,,,,,,,,
1981,2,24,20,53,38.4,4,1,6.7,0,GREECE,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,0.3,4,,3,22,,,400,812,4,8000,
1981,3,4,21,58,5.9,3,1,6.4,0,GREECE,GULF OF CORINTH,38.209,23.288,1,0,,,,,,,,,,
1981,5,11,7,10,,2,8,,0,SOUTH AFRICA,AGULHAS BANK,-35.616,20.267,0.29,9,,,,,,,,,,
1981,5,25,5,25,14.4,4,1,7.6,0,NEW ZEALAND,NEW ZEALAND,-48.786,164.357,0.3,1,-1.7,,,,,,,,,
1981,9,1,9,29,31.5,4,1,7.7,0,SAMOA,SAMOA ISLANDS,-14.96,-173.085,1,4,-3.3,-2,,,,,,1,,
1981,10,20,,,,3,7,,0,INDONESIA,KRAKATAU,-6.102,105.423,2,1,,,,,,,,,,
1981,10,25,3,22,15.5,4,1,7.3,0,MEXICO,MEXICO,18.084,-102.084,0.09,1,,,3,,,28,,2,,
1982,1,11,6,10,6.4,2,1,7.1,0,PHILIPPINES,PHILIPPINES,13.752,124.358,0.1,1,,,,,,,,,,
1982,2,24,4,22,40.3,2,1,5.4,0,INDONESIA,JAVA TRENCH,4.374,97.755,,0,,,,,,,,,,
1982,3,11,10,32,27.1,1,1,6.6,0,INDONESIA,SUMBAWA ISLAND,-9.265,118.479,0.1,0,,,,,,,,,,
1982,3,21,2,32,7.7,4,1,6.9,0,JAPAN,HOKKAIDO ISLAND,42.158,142.361,1.3,31,0.4,,110,,,100,1,2,,
1982,7,23,14,23,53.5,4,1,7.2,0,JAPAN,"IBARAKI, JAPAN",36.194,141.702,0.4,22,-1.3,-1,,,,,,,,
1982,12,19,17,43,54.8,4,1,7.5,0,TONGA,KERMADEC ISLANDS,-24.133,-175.864,0.2,4,-2.3,,,,,,,,,
1982,12,25,12,28,2.8,-1,3,6,0,INDONESIA,FLORES SEA,-8.405,123.08,,0,,,13,,,390,1.45,2,1875,
1982,12,28,6,37,42.5,4,1,6.4,0,JAPAN,S. OF HONSHU ISLAND,33.826,139.434,0.19,1,-1.3,-1,,,,,,,,
1983,1,17,12,41,29.7,3,1,7.2,0,GREECE,IONIAN SEA,38.026,20.228,,1,,,,,,,,,,
1983,3,12,1,36,35.8,4,1,6.9,0,INDONESIA,BANDA SEA,-4.056,127.924,3,1,1.6,1.5,,,,,,,,
1983,3,18,9,5,50,4,1,7.9,0,PAPUA NEW GUINEA,NEW BRITAIN,-4.883,153.581,0.13,4,-1.7,,,,,,,2,,
1983,5,26,2,59,59.6,4,1,7.8,6,JAPAN,"NOSHIRO, JAPAN",40.462,139.102,14.93,230,3.9,2,104,,,324,800,4,3513,
1983,6,9,12,49,3.8,4,1,5.9,0,JAPAN,"NOSHIRO, JAPAN",40.249,138.948,0.6,1,,,,,,,,,,
1983,6,21,6,25,27.3,4,1,6.9,0,JAPAN,N. HONSHU ISLAND,41.346,139.099,1,27,,,,,,,,1,,
1983,8,6,15,43,51.2,2,1,7,0,GREECE,NORTH AEGEAN SEA,40.142,24.766,,1,,2,,,,,,1,,
1983,8,17,10,55,54.1,4,1,7.1,0,RUSSIA,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,1,-3.3,,,,,,,,,
1983,8,17,12,17,56,4,1,6.6,0,PHILIPPINES,LUZON ISLAND,18.231,120.86,0.1,1,,,16,,,47,,2,,
1983,8,17,,,,1,6,,0,INDONESIA,LESSER SUNDA ISLANDS,-8.54,123.59,,0,,,,,,,,,,
1983,8,18,9,,,4,8,,0,NORWAY,WESTERN NORWAY,61.233,7.717,7,1,,4,,,,,,1,,
1983,10,4,18,52,13.3,4,1,7.7,0,CHILE,NORTHERN CHILE,-26.535,-70.563,0.2,1,-2.3,0.2,5,,,12,1,2,40,
1983,11,30,17,46,0.6,4,1,7.7,0,UK TERRITORY,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,3,-1.3,,,,,,,1,,
1984,1,8,15,24,13.5,1,1,6.8,0,INDONESIA,SULAWESI,-2.823,118.806,,0,,,2,,,89,0.5,1,,685
1984,2,11,8,2,51.5,4,1,5.4,0,GREECE,"CORINTHOS GULF, GREECE",38.396,22.094,,1,,3,,,,,,,,
1984,3,24,9,44,2.6,4,1,7.2,0,RUSSIA,S. KURIL ISLANDS,44.117,148.192,0.2,3,-2.3,-2,,,,,,,,
1984,6,13,2,29,25.3,4,1,5.5,0,JAPAN,"TORI SHIMA, OKINAWA",31.448,140.036,0.5,9,0.6,,,,,,,,,
1984,8,6,19,6,38.3,4,1,7,0,JAPAN,"KYUSHU, JAPAN",32.386,131.945,0.2,6,-2.3,,,,,9,,,,
1984,8,15,,,,3,5,,0,CAMEROON,LAKE MONOUN,6.25,10.5,5,1,,,37,,,,,,,
1984,9,18,17,2,44.3,4,1,6.9,0,JAPAN,HONSHU ISLAND,34.006,141.5,0.13,12,-3.3,,,,,,,,,
1984,12,28,10,37,53.7,4,1,6.8,0,RUSSIA,KAMCHATKA,56.194,163.46,0.2,2,-2.3,,,,,,,,,
1985,3,3,22,47,9.5,4,1,8,0,CHILE,CENTRAL CHILE,-33.132,-71.708,3.5,64,1.6,,180,,,2575,1500,4,,
1985,3,16,14,54,0.7,4,1,6.4,0,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,17.013,-62.448,0.12,1,-3.3,,,,,6,,2,,
1985,4,13,1,6,0.1,2,1,6.2,0,INDONESIA,BALI ISLAND,-9.245,114.185,2,1,,,,,,,,,,
1985,7,3,4,36,51.7,4,3,7.3,0,PAPUA NEW GUINEA,NEW IRELAND,-4.439,152.828,1.3,2,0.4,,,,,,1,2,,
1985,9,19,13,17,47.3,4,1,8,1,MEXICO,MEXICO,18.19,-102.533,3,19,1.6,,9500,,,30000,4000,4,,
1985,9,21,1,37,13.4,4,1,7.6,0,MEXICO,MEXICO,17.802,-101.647,1.2,3,0.3,,,,,,,,,
1986,5,7,22,47,10.8,4,1,8,0,USA,"ANDREANOF ISLANDS, AK",51.52,-174.776,0.9,66,-0.1,,,,,,,2,,
1986,5,17,16,20,22.2,1,1,6.4,0,USA,"ANDREANOF ISLANDS, AK",52.327,-174.504,,0,,,,,,,,,,
1986,8,21,,,,4,6,,0,CAMEROON,LAKE NYOS,6.25,10.5,75,1,,,1700,,,300,,,,
1986,10,20,6,46,9.9,4,1,7.8,0,NEW ZEALAND,KERMADEC ISLANDS,-28.117,-176.367,0.22,8,-2.18,,,,,,,,,
1986,11,14,21,20,10.5,4,1,7.8,0,TAIWAN,TAIWAN,23.901,121.574,0.3,5,,,15,,,50,,1,,
1987,2,6,13,16,17.8,4,1,6.7,0,JAPAN,E. HONSHU ISLAND,36.988,141.689,0.1,3,-3.3,,,,,,,,,
1987,2,8,18,33,58.3,4,1,7.4,0,PAPUA NEW GUINEA,SOLOMON SEA,-6.088,147.689,1.5,1,1,,3,,,,2.625,2,,
1987,2,21,7,40,,4,8,,0,NORWAY,WESTERN NORWAY,62.2,6.65,3,1,,2,,,,,,,,
1987,3,5,9,17,5.2,4,1,7.6,0,CHILE,NORTHERN CHILE,-24.388,-70.161,0.2,6,-2.3,,1,,,,,2,,
1987,3,18,3,36,30.3,4,1,6.7,0,JAPAN,KYUSHU ISLAND,32.034,131.837,0.04,1,-3.3,,2,,,5,,2,,
1987,3,24,12,49,47,4,1,5.1,0,JAPAN,HONSHU ISLAND,37.447,137.865,0.16,3,,,,,,,,,,
1987,5,20,,,,4,8,,0,NEW ZEALAND,DEEP COVE,-45.46,167.15,,1,,,,,,,,,,
1987,6,18,14,3,16.7,1,1,6.3,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.717,162.33,,1,,,,,,,,,,
1987,7,6,2,49,42.7,3,1,6.7,0,VANUATU,VANUATU ISLANDS,-14.074,167.828,0.1,1,,,,,,,,,,
1987,10,6,4,19,6,4,1,7.3,0,TONGA,TONGA ISLANDS,-17.94,-172.225,0.25,2,-3.3,,,,,,,,,
1987,10,12,13,57,4.7,4,1,7,0,PAPUA NEW GUINEA,SOLOMON SEA,-7.288,154.371,0.04,1,-0.5,,,,,,,,,
1987,10,16,20,48,1.6,4,1,7.4,0,PAPUA NEW GUINEA,SOLOMON SEA,-6.266,149.06,0.07,2,-3.3,,,,,,,2,,
1987,11,17,8,46,53.3,4,1,7.2,0,USA,"GULF OF ALASKA, AK",58.586,-143.27,0.06,1,-3.3,,,,,,,,,
1987,11,26,1,43,14,-1,1,6.6,0,INDONESIA,TIMOR SEA,-8.247,124.155,0.1,0,,,,,,,,,,
1987,11,30,19,23,19.5,4,1,7.9,0,USA,"GULF OF ALASKA, AK",58.679,-142.786,0.43,10,-1,,,,,,,1,,
1988,2,5,14,1,2.7,4,1,7.2,0,CHILE,NORTHERN CHILE,-24.753,-70.433,0.1,1,,,,,,,,,,
1988,3,6,22,35,36.9,4,1,7.8,0,USA,"GULF OF ALASKA, AK",57.262,-142.747,0.19,8,-2.3,,,,,,0.005,1,,
1988,4,20,5,30,,4,8,,0,ITALY,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,2,1,,,,,,,,,,
1988,4,30,,,,-1,9,,0,USA,S. CALIFORNIA,,,,1,,,,,,,,,,
1988,6,24,2,6,26.3,4,1,5.4,0,PHILIPPINES,NORTH OF LUZON ISLAND,18.606,121.013,1.03,2,,,,,,,,,,
1988,7,5,20,32,7.2,4,1,6.8,0,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.964,148.78,,2,,,,,,,,,,
1988,8,6,0,36,24.6,0,1,7.2,0,BANGLADESH,"JAMUNA RIVER, ARICHA, BANGLADESH",25.149,95.127,,0,,,5,30,1,42,,2,,
1988,8,10,4,38,29.2,4,1,7.6,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,0.09,2,-3.3,,1,,,,,1,100,
1988,8,20,23,9,9.5,0,1,6.6,0,BANGLADESH,BANGLADESH,26.755,86.616,,1,,,998,,1,,131.5,4,,
1989,5,23,10,54,46.3,4,1,8.1,0,AUSTRALIA,MACQUARIE ISLAND,-52.341,160.568,0.15,4,-1.7,,,,,,,,,
1989,6,26,3,27,3.9,4,3,6.5,0,USA,HAWAII,19.362,-155.083,0.29,3,-1.7,,,,,,,,,
1989,9,4,13,14,58.2,4,1,7.1,0,USA,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,2,-3.3,,,,,,,,,
1989,10,18,0,4,15.2,4,1,6.9,0,USA,N. CALIFORNIA,37.036,-121.883,1,3,-3.3,,62,,,3757,5600,4,,
1989,10,29,5,25,38.2,4,1,6.5,0,JAPAN,N. HONSHU ISLAND,39.571,143.333,0.11,4,,,,,,,,,,
1989,10,29,19,9,12.9,2,1,5.9,0,ALGERIA,"ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,,1,,,30,,,245,5,2,,
1989,11,1,10,25,52.2,3,1,4.4,0,USA TERRITORY,PUERTO RICO,18.986,-68.833,0.1,1,,,,,,,,,,
1989,11,1,18,25,34.9,3,1,7.4,0,JAPAN,JAPAN,39.837,142.76,0.9,12,-0.7,,,,,,,,,
1990,2,8,7,15,32.2,4,1,6.6,0,PHILIPPINES,PHILIPPINES,9.755,124.694,2.1,0,,,,,,300,0.9,1,,600
1990,2,20,6,53,39.8,4,1,6.4,0,JAPAN,JAPAN,34.706,139.252,0.16,1,-1.7,,,,,,,,,
1990,3,25,13,22,55.6,4,1,7,0,COSTA RICA,COSTA RICA,9.919,-84.808,1,4,,,,,,15,,2,8,34
1990,4,5,21,12,35.5,4,1,7.5,0,USA TERRITORY,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,34,-1,,,,,,,,,
1990,5,,,,,1,0,,0,PHILIPPINES,"CANIGUIN IS.,PHILIPPINES",7,126,5,1,,,,,,,,,,
1990,6,20,21,0,9.9,3,3,7.3,0,IRAN,CASPIAN SEA,36.957,49.409,2,6,,,40000,,,105000,7200,4,100000,
1990,9,23,21,13,7.4,4,1,6.5,0,JAPAN,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,4,,,,,,,,,,
1990,12,13,0,24,25.7,4,1,5.3,0,ITALY,EASTERN SICILY,37.3,15.438,0.1,1,,,19,,,200,500,4,,
1990,12,13,19,50,17.8,4,1,6.3,0,TAIWAN,TAIWAN,23.722,121.627,0.04,2,,,,,,,,1,,
1991,1,4,,,,1,0,,0,GREECE,EAST AEGEAN SEA,37.7,26.3,,1,,,,,,,,,,
1991,2,9,16,18,58.3,4,1,6.9,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,0.02,1,-3.3,,,,,,,1,,
1991,2,16,1,23,40.4,4,1,5.7,0,RUSSIA,N. KURIL ISLANDS,48.268,154.328,0.1,1,-3.3,,,,,,,,,
1991,2,21,2,35,34,4,1,6.7,0,USA,"BERING SEA, AK",58.427,-175.45,0.15,2,-1.7,,,,,,,,,
1991,4,22,21,56,51.8,4,1,7.6,0,COSTA RICA,"LIMON, PANDORA",9.685,-83.073,3,30,1,,90,,,895,510,4,,
